Country,State,State Code
Kenya,Tana River,KEN.13315
Kenya,Kakamega,KEN.13316
Kenya,Meru,KEN.13317
Kenya,Mombasa,KEN.13318
Kenya,Trans Nzoia,KEN.13319
Kenya,Nairobi,KEN.13320
Kenya,Wajir,KEN.13321
Kenya,Vihiga,KEN.13322
Kenya,Narok,KEN.13323
Kenya,Embu,KEN.13324
Kenya,Kilifi,KEN.13325
Kenya,Murang'a,KEN.13326
Kenya,Kiambu,KEN.13327
Kenya,Kirinyaga,KEN.13328
Kenya,Homa Bay,KEN.13329
Kenya,Isiolo,KEN.13330
Kenya,West Pokot,KEN.13331
Kenya,Makueni,KEN.13332
Kenya,Kajiado,KEN.13333
Kenya,Machakos,KEN.13334
Kenya,Elgeyo-Marakwet,KEN.13335
Kenya,Nyeri,KEN.13336
Kenya,Kwale,KEN.13337
Kenya,Nyandarua,KEN.13338
Kenya,Kisumu,KEN.13339
Kenya,Kitui,KEN.13340
Kenya,Laikipia,KEN.13341
Kenya,Marsabit,KEN.13342
Kenya,Lamu,KEN.13343
Kenya,Turkana,KEN.13344
Kenya,Tharaka-Nithi,KEN.13345
Kenya,Taita Taveta,KEN.13346
Kenya,Samburu,KEN.13347
South Sudan,Central Equatoria,SSD.741
South Sudan,Eastern Equatoria,SSD.742
South Sudan,Jonglei,SSD.743
South Sudan,Pibor Administrative Area,SSD.744
South Sudan,Lakes,SSD.745
South Sudan,Northern Bahr el Ghazal,SSD.746
South Sudan,Ruweng Administrative Area,SSD.747
South Sudan,Unity,SSD.748
South Sudan,Upper Nile,SSD.749
South Sudan,Warrap,SSD.7410
South Sudan,Western Bahr el Ghazal,SSD.7411
South Sudan,Western Equatoria,SSD.7412
Mexico,Aguascalientes,MEX.1621
Mexico,Campeche,MEX.1622
Mexico,Coahuila de Zaragoza,MEX.1623
Mexico,Chiapas,MEX.1624
Mexico,Ciudad de M‚xico,MEX.1625
Mexico,Durango,MEX.1626
Mexico,Guanajuato,MEX.1627
Mexico,Guerrero,MEX.1628
Mexico,Hidalgo,MEX.1629
Mexico,Jalisco,MEX.16210
Mexico,M‚xico,MEX.16211
Mexico,Michoac n de Ocampo,MEX.16212
Mexico,Morelos,MEX.16213
Mexico,Nuevo Le¢n,MEX.16214
Mexico,Oaxaca,MEX.16215
Mexico,Puebla,MEX.16216
Mexico,Quer‚taro,MEX.16217
Mexico,Quintana Roo,MEX.16218
Mexico,San Luis Potos¡,MEX.16219
Mexico,Tabasco,MEX.16220
Mexico,Tamaulipas,MEX.16221
Mexico,Tlaxcala,MEX.16222
Mexico,Veracruz de Ignacio de la Llave,MEX.16223
Mexico,Yucat n,MEX.16224
Mexico,Zacatecas,MEX.16225
Mexico,Baja California,MEX.16226
Mexico,Baja California Sur,MEX.16227
Mexico,Colima,MEX.16228
Mexico,Chihuahua,MEX.16229
Mexico,Nayarit,MEX.16230
Mexico,Sinaloa,MEX.16231
Mexico,Sonora,MEX.16232
